week_date,week_number,month_number,calendar_year,region,platform,segment,age_band,demographic,customer_type,transactions,sales,avg_transaction,
10-08-2020,32,8,2020,SOUTH AMERICA,Shopify,F3,Retirees,Families,Existing,36,7418,206.06,
10-08-2020,32,8,2020,AFRICA,Shopify,F1,Young Adults,Families,New,193,28301,146.64,
10-08-2020,32,8,2020,OCEANIA,Shopify,C3,Retirees,Couples,Existing,4422,897675,203,
10-08-2020,32,8,2020,AFRICA,Shopify,F3,Retirees,Families,New,102,15696,153.88,
10-08-2020,32,8,2020,OCEANIA,Shopify,C1,Young Adults,Couples,Existing,2643,455488,172.34,
10-08-2020,32,8,2020,CANADA,Retail,F2,Middle Aged,Families,New,16716,582076,34.82,
10-08-2020,32,8,2020,AFRICA,Retail,F3,Retirees,Families,New,67758,2397332,35.38,
10-08-2020,32,8,2020,SOUTH AMERICA,Retail,F1,Young Adults,Families,New,296,10344,34.95,
10-08-2020,32,8,2020,EUROPE,Shopify,C2,Middle Aged,Couples,New,17,3077,181,
10-08-2020,32,8,2020,USA,Shopify,C1,Young Adults,Couples,New,140,18109,129.35,
10-08-2020,32,8,2020,ASIA,Retail,Unknown,Unknown,Unknown,Existing,40666,1636144,40.23,
10-08-2020,32,8,2020,EUROPE,Shopify,F2,Middle Aged,Families,New,8,2114,264.25,
10-08-2020,32,8,2020,SOUTH AMERICA,Retail,C1,Young Adults,Couples,New,2509,51980,20.72,
10-08-2020,32,8,2020,ASIA,Shopify,F1,Young Adults,Families,Existing,2134,368422,172.64,
10-08-2020,32,8,2020,ASIA,Shopify,F2,Middle Aged,Families,New,219,31731,144.89,
10-08-2020,32,8,2020,AFRICA,Shopify,C3,Retirees,Couples,Existing,2528,514328,203.45,
10-08-2020,32,8,2020,OCEANIA,Retail,F3,Retirees,Families,Existing,541385,29331524,54.18,
10-08-2020,32,8,2020,CANADA,Shopify,C2,Middle Aged,Couples,New,98,12883,131.46,
10-08-2020,32,8,2020,AFRICA,Shopify,F2,Middle Aged,Families,New,202,33755,167.1,
10-08-2020,32,8,2020,AFRICA,Shopify,C1,Young Adults,Couples,New,272,36422,133.9,
10-08-2020,32,8,2020,OCEANIA,Retail,F2,Middle Aged,Families,New,87993,2895594,32.91,
10-08-2020,32,8,2020,CANADA,Retail,C1,Young Adults,Couples,New,29661,760457,25.64,
10-08-2020,32,8,2020,SOUTH AMERICA,Shopify,C1,Young Adults,Couples,Existing,68,11651,171.34,
10-08-2020,32,8,2020,CANADA,Shopify,F2,Middle Aged,Families,New,77,11136,144.62,
10-08-2020,32,8,2020,SOUTH AMERICA,Retail,Unknown,Unknown,Unknown,Existing,338,9797,28.99,
10-08-2020,32,8,2020,CANADA,Retail,C2,Middle Aged,Couples,Existing,23194,992630,42.8,
10-08-2020,32,8,2020,CANADA,Shopify,C4,Retirees,Couples,New,13,1466,112.77,
10-08-2020,32,8,2020,EUROPE,Retail,C1,Young Adults,Couples,Existing,14786,626319,42.36,
10-08-2020,32,8,2020,ASIA,Retail,C2,Middle Aged,Couples,New,84460,2224285,26.34,
10-08-2020,32,8,2020,SOUTH AMERICA,Retail,F2,Middle Aged,Families,New,370,13774,37.23,
10-08-2020,32,8,2020,SOUTH AMERICA,Retail,F2,Middle Aged,Families,Existing,1089,49162,45.14,
10-08-2020,32,8,2020,SOUTH AMERICA,Shopify,Unknown,Unknown,Unknown,New,46,8263,179.63,
10-08-2020,32,8,2020,USA,Retail,C1,Young Adults,Couples,Existing,57001,2325464,40.8,
10-08-2020,32,8,2020,SOUTH AMERICA,Shopify,C3,Retirees,Couples,Existing,103,20695,200.92,
10-08-2020,32,8,2020,USA,Shopify,Unknown,Unknown,Unknown,New,159,25820,162.39,
10-08-2020,32,8,2020,EUROPE,Retail,F1,Young Adults,Families,Existing,6493,374312,57.65,
10-08-2020,32,8,2020,CANADA,Retail,C2,Middle Aged,Couples,New,14607,487625,33.38,
10-08-2020,32,8,2020,SOUTH AMERICA,Shopify,C2,Middle Aged,Couples,Existing,113,22554,199.59,
10-08-2020,32,8,2020,OCEANIA,Shopify,Unknown,Unknown,Unknown,Guest,10661,1916228,179.74,
10-08-2020,32,8,2020,USA,Retail,C1,Young Adults,Couples,New,35798,967881,27.04,
10-08-2020,32,8,2020,OCEANIA,Retail,C1,Young Adults,Couples,New,171259,3864876,22.57,
10-08-2020,32,8,2020,EUROPE,Shopify,C1,Young Adults,Couples,New,12,2116,176.33,
10-08-2020,32,8,2020,OCEANIA,Shopify,C3,Retirees,Couples,New,541,89186,164.85,
10-08-2020,32,8,2020,OCEANIA,Retail,C4,Retirees,Couples,Existing,151426,7411317,48.94,
10-08-2020,32,8,2020,EUROPE,Shopify,C4,Retirees,Couples,Existing,20,4802,240.1,
10-08-2020,32,8,2020,AFRICA,Retail,Unknown,Unknown,Unknown,Existing,40870,1778458,43.51,
10-08-2020,32,8,2020,USA,Retail,F1,Young Adults,Families,Existing,39437,2213190,56.12,
10-08-2020,32,8,2020,SOUTH AMERICA,Retail,Unknown,Unknown,Unknown,Guest,400399,16151059,40.34,
10-08-2020,32,8,2020,OCEANIA,Retail,C2,Middle Aged,Couples,Existing,167770,6511989,38.81,
10-08-2020,32,8,2020,CANADA,Retail,C1,Young Adults,Couples,Existing,55437,2282598,41.17,
10-08-2020,32,8,2020,AFRICA,Shopify,C2,Middle Aged,Couples,New,389,57303,147.31,
10-08-2020,32,8,2020,EUROPE,Retail,C3,Retirees,Couples,New,4171,173817,41.67,
10-08-2020,32,8,2020,AFRICA,Retail,F1,Young Adults,Families,Existing,96439,5061797,52.49,
10-08-2020,32,8,2020,OCEANIA,Retail,C3,Retirees,Couples,Existing,339785,16391442,48.24,
10-08-2020,32,8,2020,EUROPE,Shopify,C3,Retirees,Couples,Existing,161,51616,320.6,
10-08-2020,32,8,2020,SOUTH AMERICA,Shopify,C1,Young Adults,Couples,New,16,2738,171.13,
10-08-2020,32,8,2020,CANADA,Shopify,C4,Retirees,Couples,Existing,107,18242,170.49,
10-08-2020,32,8,2020,AFRICA,Shopify,Unknown,Unknown,Unknown,Guest,5588,973232,174.16,
10-08-2020,32,8,2020,SOUTH AMERICA,Shopify,C4,Retirees,Couples,Existing,6,1034,172.33,
10-08-2020,32,8,2020,EUROPE,Shopify,Unknown,Unknown,Unknown,Guest,327,74656,228.31,
10-08-2020,32,8,2020,CANADA,Retail,C4,Retirees,Couples,Existing,28577,1409891,49.34,
10-08-2020,32,8,2020,CANADA,Retail,C3,Retirees,Couples,Existing,61727,3128812,50.69,
10-08-2020,32,8,2020,OCEANIA,Shopify,Unknown,Unknown,Unknown,New,498,80339,161.32,
10-08-2020,32,8,2020,ASIA,Retail,Unknown,Unknown,Unknown,Guest,1887143,48068626,25.47,
10-08-2020,32,8,2020,SOUTH AMERICA,Shopify,F2,Middle Aged,Families,Existing,28,6440,230,
10-08-2020,32,8,2020,CANADA,Retail,C3,Retirees,Couples,New,28235,975579,34.55,
10-08-2020,32,8,2020,USA,Retail,C4,Retirees,Couples,Existing,40096,2158541,53.83,
10-08-2020,32,8,2020,ASIA,Retail,C3,Retirees,Couples,New,116758,3578742,30.65,
10-08-2020,32,8,2020,ASIA,Shopify,F3,Retirees,Families,New,124,17632,142.19,
10-08-2020,32,8,2020,SOUTH AMERICA,Shopify,C2,Middle Aged,Couples,New,59,10008,169.63,
10-08-2020,32,8,2020,EUROPE,Retail,Unknown,Unknown,Unknown,Guest,100757,3447184,34.21,
10-08-2020,32,8,2020,AFRICA,Shopify,F2,Middle Aged,Families,Existing,4563,877826,192.38,
10-08-2020,32,8,2020,EUROPE,Retail,F1,Young Adults,Families,New,926,37629,40.64,
10-08-2020,32,8,2020,ASIA,Retail,F1,Young Adults,Families,Existing,91936,4470218,48.62,
10-08-2020,32,8,2020,AFRICA,Retail,C4,Retirees,Couples,New,46821,1574081,33.62,
10-08-2020,32,8,2020,ASIA,Retail,F3,Retirees,Families,Existing,389314,19648444,50.47,
10-08-2020,32,8,2020,OCEANIA,Retail,F1,Young Adults,Families,New,40089,1329921,33.17,
10-08-2020,32,8,2020,OCEANIA,Shopify,C4,Retirees,Couples,Existing,675,119212,176.61,
10-08-2020,32,8,2020,CANADA,Shopify,C3,Retirees,Couples,New,106,15942,150.4,
10-08-2020,32,8,2020,EUROPE,Retail,C2,Middle Aged,Couples,New,2835,103204,36.4,
10-08-2020,32,8,2020,CANADA,Retail,Unknown,Unknown,Unknown,New,14901,576552,38.69,
10-08-2020,32,8,2020,AFRICA,Shopify,F3,Retirees,Families,Existing,2304,469306,203.69,
10-08-2020,32,8,2020,SOUTH AMERICA,Shopify,F3,Retirees,Families,New,2,256,128,
10-08-2020,32,8,2020,CANADA,Shopify,F3,Retirees,Families,New,28,4477,159.89,
10-08-2020,32,8,2020,OCEANIA,Retail,C2,Middle Aged,Couples,New,108970,2921528,26.81,
10-08-2020,32,8,2020,USA,Retail,F1,Young Adults,Families,New,11433,448436,39.22,
10-08-2020,32,8,2020,CANADA,Retail,F1,Young Adults,Families,Existing,23790,1272871,53.5,
10-08-2020,32,8,2020,SOUTH AMERICA,Retail,F3,Retirees,Families,New,292,9904,33.92,
10-08-2020,32,8,2020,OCEANIA,Retail,C4,Retirees,Couples,New,63925,2001478,31.31,
10-08-2020,32,8,2020,USA,Shopify,C3,Retirees,Couples,New,182,29180,160.33,
10-08-2020,32,8,2020,EUROPE,Shopify,C4,Retirees,Couples,New,2,632,316,
10-08-2020,32,8,2020,OCEANIA,Retail,F1,Young Adults,Families,Existing,143771,7144721,49.7,
10-08-2020,32,8,2020,EUROPE,Retail,C2,Middle Aged,Couples,Existing,9893,474293,47.94,
10-08-2020,32,8,2020,CANADA,Shopify,C1,Young Adults,Couples,New,94,12432,132.26,
10-08-2020,32,8,2020,OCEANIA,Shopify,F3,Retirees,Families,Existing,3700,766241,207.09,
10-08-2020,32,8,2020,AFRICA,Retail,F2,Middle Aged,Families,New,62201,2144477,34.48,
10-08-2020,32,8,2020,CANADA,Shopify,F3,Retirees,Families,Existing,643,123959,192.78,
10-08-2020,32,8,2020,USA,Shopify,C1,Young Adults,Couples,Existing,725,127212,175.46,
10-08-2020,32,8,2020,USA,Retail,F2,Middle Aged,Families,New,26643,947244,35.55,
10-08-2020,32,8,2020,ASIA,Retail,F2,Middle Aged,Families,Existing,212049,10186501,48.04,
10-08-2020,32,8,2020,ASIA,Shopify,C4,Retirees,Couples,New,51,6735,132.06,
10-08-2020,32,8,2020,OCEANIA,Retail,F2,Middle Aged,Families,Existing,337725,17283430,51.18,
10-08-2020,32,8,2020,EUROPE,Shopify,F2,Middle Aged,Families,Existing,208,44269,212.83,
10-08-2020,32,8,2020,USA,Shopify,F3,Retirees,Families,New,49,9085,185.41,
10-08-2020,32,8,2020,USA,Shopify,Unknown,Unknown,Unknown,Existing,187,39281,210.06,
10-08-2020,32,8,2020,CANADA,Shopify,F1,Young Adults,Families,New,58,7894,136.1,
10-08-2020,32,8,2020,SOUTH AMERICA,Shopify,Unknown,Unknown,Unknown,Existing,6,1274,212.33,
10-08-2020,32,8,2020,OCEANIA,Shopify,Unknown,Unknown,Unknown,Existing,654,123959,189.54,
10-08-2020,32,8,2020,SOUTH AMERICA,Retail,C4,Retirees,Couples,Existing,374,16886,45.15,
10-08-2020,32,8,2020,CANADA,Shopify,C1,Young Adults,Couples,Existing,547,88689,162.14,
10-08-2020,32,8,2020,OCEANIA,Shopify,F2,Middle Aged,Families,Existing,6333,1256976,198.48,
10-08-2020,32,8,2020,SOUTH AMERICA,Retail,Unknown,Unknown,Unknown,New,1294,46478,35.92,
10-08-2020,32,8,2020,ASIA,Retail,C4,Retirees,Couples,Existing,107398,4778226,44.49,
10-08-2020,32,8,2020,AFRICA,Retail,F2,Middle Aged,Families,Existing,269162,14203517,52.77,
10-08-2020,32,8,2020,AFRICA,Shopify,C1,Young Adults,Couples,Existing,1578,253694,160.77,
10-08-2020,32,8,2020,AFRICA,Shopify,C4,Retirees,Couples,New,58,8633,148.84,
10-08-2020,32,8,2020,ASIA,Retail,C1,Young Adults,Couples,New,129054,2810314,21.78,
10-08-2020,32,8,2020,EUROPE,Retail,F2,Middle Aged,Families,New,1710,72189,42.22,
10-08-2020,32,8,2020,SOUTH AMERICA,Shopify,C3,Retirees,Couples,New,22,3712,168.73,
10-08-2020,32,8,2020,EUROPE,Retail,F3,Retirees,Families,New,1735,74278,42.81,
10-08-2020,32,8,2020,CANADA,Shopify,Unknown,Unknown,Unknown,New,79,12029,152.27,
10-08-2020,32,8,2020,EUROPE,Shopify,F3,Retirees,Families,Existing,103,27675,268.69,
10-08-2020,32,8,2020,AFRICA,Retail,C3,Retirees,Couples,Existing,285399,14450180,50.63,
10-08-2020,32,8,2020,USA,Shopify,C2,Middle Aged,Couples,New,220,45523,206.92,
10-08-2020,32,8,2020,AFRICA,Shopify,C4,Retirees,Couples,Existing,386,76381,197.88,
10-08-2020,32,8,2020,ASIA,Shopify,Unknown,Unknown,Unknown,New,342,54929,160.61,
10-08-2020,32,8,2020,OCEANIA,Shopify,F3,Retirees,Families,New,194,30184,155.59,
10-08-2020,32,8,2020,ASIA,Retail,C1,Young Adults,Couples,Existing,181625,6134984,33.78,
10-08-2020,32,8,2020,AFRICA,Retail,Unknown,Unknown,Unknown,New,59847,2309908,38.6,
10-08-2020,32,8,2020,ASIA,Retail,C4,Retirees,Couples,New,50182,1443978,28.77,
10-08-2020,32,8,2020,CANADA,Retail,C4,Retirees,Couples,New,12668,413810,32.67,
10-08-2020,32,8,2020,USA,Shopify,C4,Retirees,Couples,Existing,171,29727,173.84,
10-08-2020,32,8,2020,CANADA,Shopify,Unknown,Unknown,Unknown,Guest,1600,265390,165.87,
10-08-2020,32,8,2020,EUROPE,Retail,C3,Retirees,Couples,Existing,15618,840062,53.79,
10-08-2020,32,8,2020,OCEANIA,Retail,Unknown,Unknown,Unknown,Guest,2434028,63455857,26.07,
10-08-2020,32,8,2020,ASIA,Shopify,C1,Young Adults,Couples,New,257,32094,124.88,
10-08-2020,32,8,2020,USA,Shopify,C3,Retirees,Couples,Existing,1380,285329,206.76,
10-08-2020,32,8,2020,ASIA,Shopify,Unknown,Unknown,Unknown,Existing,433,80045,184.86,
10-08-2020,32,8,2020,AFRICA,Retail,C1,Young Adults,Couples,New,96368,2417332,25.08,
10-08-2020,32,8,2020,USA,Shopify,C2,Middle Aged,Couples,Existing,1386,264650,190.95,
03-08-2020,31,8,2020,USA,Shopify,C3,Retirees,Couples,Existing,1394,295484,211.97,
03-08-2020,31,8,2020,ASIA,Retail,F1,Young Adults,Families,Existing,88727,4330025,48.8,
03-08-2020,31,8,2020,AFRICA,Retail,C2,Middle Aged,Couples,Existing,108181,4609445,42.61,
03-08-2020,31,8,2020,EUROPE,Shopify,F1,Young Adults,Families,New,6,1222,203.67,
03-08-2020,31,8,2020,OCEANIA,Retail,F1,Young Adults,Families,New,37300,1220181,32.71,
03-08-2020,31,8,2020,CANADA,Shopify,C1,Young Adults,Couples,Existing,543,85829,158.06,
03-08-2020,31,8,2020,EUROPE,Shopify,C2,Middle Aged,Couples,Existing,181,52274,288.81,
03-08-2020,31,8,2020,CANADA,Retail,C4,Retirees,Couples,New,12248,410446,33.51,
03-08-2020,31,8,2020,AFRICA,Shopify,Unknown,Unknown,Unknown,Guest,5387,943794,175.2,
03-08-2020,31,8,2020,SOUTH AMERICA,Shopify,C4,Retirees,Couples,Existing,7,1675,239.29,
03-08-2020,31,8,2020,AFRICA,Retail,C3,Retirees,Couples,Existing,279564,14164525,50.67,
03-08-2020,31,8,2020,CANADA,Shopify,Unknown,Unknown,Unknown,New,78,12238,156.9,
03-08-2020,31,8,2020,OCEANIA,Retail,Unknown,Unknown,Unknown,Guest,2347521,61642928,26.26,
03-08-2020,31,8,2020,ASIA,Retail,Unknown,Unknown,Unknown,Guest,1816979,46017560,25.33,
03-08-2020,31,8,2020,SOUTH AMERICA,Shopify,F3,Retirees,Families,New,6,1152,192,
03-08-2020,31,8,2020,ASIA,Retail,F3,Retirees,Families,Existing,379452,19180184,50.55,
03-08-2020,31,8,2020,USA,Shopify,C1,Young Adults,Couples,New,133,16466,123.8,
03-08-2020,31,8,2020,AFRICA,Retail,F1,Young Adults,Families,New,20712,736052,35.54,
03-08-2020,31,8,2020,ASIA,Retail,F2,Middle Aged,Families,New,63029,1915643,30.39,
03-08-2020,31,8,2020,EUROPE,Shopify,Unknown,Unknown,Unknown,Guest,371,82928,223.53,
03-08-2020,31,8,2020,USA,Retail,F2,Middle Aged,Families,New,26359,947836,35.96,
03-08-2020,31,8,2020,USA,Retail,F2,Middle Aged,Families,Existing,92243,5223071,56.62,
03-08-2020,31,8,2020,EUROPE,Retail,C1,Young Adults,Couples,Existing,14456,642677,44.46,
03-08-2020,31,8,2020,ASIA,Shopify,C4,Retirees,Couples,New,38,5552,146.11,
03-08-2020,31,8,2020,EUROPE,Shopify,F2,Middle Aged,Families,Existing,224,49924,222.88,
03-08-2020,31,8,2020,USA,Shopify,F3,Retirees,Families,New,44,6674,151.68,
03-08-2020,31,8,2020,ASIA,Retail,C3,Retirees,Couples,Existing,234120,10684085,45.64,
03-08-2020,31,8,2020,EUROPE,Retail,C2,Middle Aged,Couples,New,2797,101235,36.19,
03-08-2020,31,8,2020,AFRICA,Retail,Unknown,Unknown,Unknown,Guest,1499194,42818477,28.56,
03-08-2020,31,8,2020,USA,Shopify,F2,Middle Aged,Families,Existing,1872,362902,193.86,
03-08-2020,31,8,2020,OCEANIA,Shopify,F2,Middle Aged,Families,Existing,6342,1274011,200.88,
03-08-2020,31,8,2020,OCEANIA,Retail,C3,Retirees,Couples,Existing,331895,16192583,48.79,
03-08-2020,31,8,2020,OCEANIA,Shopify,Unknown,Unknown,Unknown,Guest,10406,1885049,181.15,
03-08-2020,31,8,2020,EUROPE,Shopify,C3,Retirees,Couples,Existing,162,46471,286.86,
03-08-2020,31,8,2020,CANADA,Retail,Unknown,Unknown,Unknown,New,14294,559894,39.17,
03-08-2020,31,8,2020,SOUTH AMERICA,Shopify,Unknown,Unknown,Unknown,Existing,3,456,152,
03-08-2020,31,8,2020,EUROPE,Retail,F3,Retirees,Families,New,1836,81274,44.27,
03-08-2020,31,8,2020,USA,Retail,C1,Young Adults,Couples,New,34891,948460,27.18,
03-08-2020,31,8,2020,SOUTH AMERICA,Retail,C4,Retirees,Couples,Existing,329,15748,47.87,
03-08-2020,31,8,2020,SOUTH AMERICA,Retail,F2,Middle Aged,Families,Existing,1097,48997,44.66,
03-08-2020,31,8,2020,SOUTH AMERICA,Shopify,C4,Retirees,Couples,New,6,1103,183.83,
03-08-2020,31,8,2020,CANADA,Retail,C1,Young Adults,Couples,New,28882,741610,25.68,
03-08-2020,31,8,2020,ASIA,Retail,F2,Middle Aged,Families,Existing,205553,9911498,48.22,
03-08-2020,31,8,2020,USA,Retail,C4,Retirees,Couples,New,17884,635394,35.53,
03-08-2020,31,8,2020,ASIA,Shopify,F2,Middle Aged,Families,New,177,24231,136.9,
03-08-2020,31,8,2020,ASIA,Shopify,F2,Middle Aged,Families,Existing,2765,517548,187.18,
03-08-2020,31,8,2020,ASIA,Retail,F1,Young Adults,Families,New,27282,857603,31.43,
03-08-2020,31,8,2020,OCEANIA,Retail,F3,Retirees,Families,Existing,528117,29101768,55.1,
03-08-2020,31,8,2020,AFRICA,Shopify,F2,Middle Aged,Families,New,235,39520,168.17,
03-08-2020,31,8,2020,EUROPE,Shopify,F3,Retirees,Families,Existing,119,29953,251.71,
03-08-2020,31,8,2020,ASIA,Shopify,C1,Young Adults,Couples,New,271,33537,123.75,
03-08-2020,31,8,2020,USA,Shopify,C2,Middle Aged,Couples,New,199,33415,167.91,
03-08-2020,31,8,2020,SOUTH AMERICA,Shopify,C2,Middle Aged,Couples,New,36,5368,149.11,
03-08-2020,31,8,2020,CANADA,Shopify,F3,Retirees,Families,Existing,654,124490,190.35,
03-08-2020,31,8,2020,USA,Shopify,C2,Middle Aged,Couples,Existing,1319,250222,189.71,
03-08-2020,31,8,2020,ASIA,Retail,C4,Retirees,Couples,New,48284,1385553,28.7,
03-08-2020,31,8,2020,AFRICA,Retail,C3,Retirees,Couples,New,106298,3752174,35.3,
03-08-2020,31,8,2020,AFRICA,Shopify,F3,Retirees,Families,Existing,2293,466656,203.51,
03-08-2020,31,8,2020,SOUTH AMERICA,Retail,C2,Middle Aged,Couples,New,843,25585,30.35,
03-08-2020,31,8,2020,OCEANIA,Shopify,C1,Young Adults,Couples,Existing,2564,441168,172.06,
03-08-2020,31,8,2020,SOUTH AMERICA,Shopify,F3,Retirees,Families,Existing,25,5302,212.08,
03-08-2020,31,8,2020,SOUTH AMERICA,Retail,C1,Young Adults,Couples,New,2318,49417,21.32,
03-08-2020,31,8,2020,EUROPE,Retail,C3,Retirees,Couples,New,4115,176979,43.01,
03-08-2020,31,8,2020,AFRICA,Retail,F3,Retirees,Families,Existing,387425,21705275,56.02,
03-08-2020,31,8,2020,CANADA,Retail,F2,Middle Aged,Families,Existing,58521,3108705,53.12,
03-08-2020,31,8,2020,AFRICA,Shopify,F2,Middle Aged,Families,Existing,4356,842451,193.4,
03-08-2020,31,8,2020,USA,Retail,Unknown,Unknown,Unknown,Guest,521224,16094778,30.88,
03-08-2020,31,8,2020,CANADA,Shopify,F2,Middle Aged,Families,Existing,1247,227477,182.42,
03-08-2020,31,8,2020,SOUTH AMERICA,Retail,F3,Retirees,Families,New,275,9632,35.03,
03-08-2020,31,8,2020,EUROPE,Retail,F1,Young Adults,Families,New,852,35256,41.38,
03-08-2020,31,8,2020,AFRICA,Retail,C4,Retirees,Couples,Existing,116704,5902067,50.57,
03-08-2020,31,8,2020,AFRICA,Shopify,C2,Middle Aged,Couples,New,354,50063,141.42,
03-08-2020,31,8,2020,EUROPE,Shopify,Unknown,Unknown,Unknown,Existing,32,5962,186.31,
03-08-2020,31,8,2020,CANADA,Shopify,C4,Retirees,Couples,Existing,99,19479,196.76,
03-08-2020,31,8,2020,OCEANIA,Retail,F1,Young Adults,Families,Existing,139116,6979626,50.17,
03-08-2020,31,8,2020,EUROPE,Shopify,F1,Young Adults,Families,Existing,141,29866,211.82,
03-08-2020,31,8,2020,CANADA,Shopify,F3,Retirees,Families,New,29,4321,149,
03-08-2020,31,8,2020,AFRICA,Shopify,F3,Retirees,Families,New,109,16996,155.93,
03-08-2020,31,8,2020,OCEANIA,Retail,F3,Retirees,Families,New,104725,3531435,33.72,
03-08-2020,31,8,2020,EUROPE,Shopify,F3,Retirees,Families,New,2,258,129,
03-08-2020,31,8,2020,AFRICA,Shopify,C1,Young Adults,Couples,Existing,1542,252808,163.95,
03-08-2020,31,8,2020,EUROPE,Retail,Unknown,Unknown,Unknown,Existing,3112,144954,46.58,
03-08-2020,31,8,2020,OCEANIA,Retail,F2,Middle Aged,Families,New,83815,2767752,33.02,
03-08-2020,31,8,2020,EUROPE,Retail,C3,Retirees,Couples,Existing,15512,856662,55.23,
03-08-2020,31,8,2020,SOUTH AMERICA,Shopify,Unknown,Unknown,Unknown,New,45,7562,168.04,
03-08-2020,31,8,2020,OCEANIA,Shopify,F3,Retirees,Families,New,171,29196,170.74,
03-08-2020,31,8,2020,ASIA,Retail,C4,Retirees,Couples,Existing,104667,4646974,44.4,
03-08-2020,31,8,2020,USA,Shopify,C4,Retirees,Couples,Existing,146,29049,198.97,
03-08-2020,31,8,2020,USA,Retail,C4,Retirees,Couples,Existing,40287,2172605,53.93,
03-08-2020,31,8,2020,AFRICA,Retail,F3,Retirees,Families,New,65266,2320686,35.56,
03-08-2020,31,8,2020,CANADA,Retail,F2,Middle Aged,Families,New,16220,562847,34.7,
03-08-2020,31,8,2020,AFRICA,Retail,F1,Young Adults,Families,Existing,92562,4892297,52.85,
03-08-2020,31,8,2020,CANADA,Retail,F3,Retirees,Families,Existing,90743,5090774,56.1,
03-08-2020,31,8,2020,ASIA,Shopify,C3,Retirees,Couples,New,238,36328,152.64,
03-08-2020,31,8,2020,ASIA,Retail,Unknown,Unknown,Unknown,New,63739,2152841,33.78,
03-08-2020,31,8,2020,CANADA,Shopify,C2,Middle Aged,Couples,Existing,719,123899,172.32,
03-08-2020,31,8,2020,AFRICA,Shopify,Unknown,Unknown,Unknown,Existing,345,62057,179.88,
03-08-2020,31,8,2020,SOUTH AMERICA,Retail,F2,Middle Aged,Families,New,374,13556,36.25,
03-08-2020,31,8,2020,CANADA,Retail,C3,Retirees,Couples,Existing,60779,3105611,51.1,
03-08-2020,31,8,2020,OCEANIA,Shopify,F2,Middle Aged,Families,New,353,58368,165.35,
03-08-2020,31,8,2020,OCEANIA,Shopify,C4,Retirees,Couples,New,85,12781,150.36,
03-08-2020,31,8,2020,ASIA,Retail,C1,Young Adults,Couples,New,123968,2706726,21.83,
03-08-2020,31,8,2020,SOUTH AMERICA,Retail,F1,Young Adults,Families,Existing,722,30399,42.1,
03-08-2020,31,8,2020,SOUTH AMERICA,Shopify,C1,Young Adults,Couples,Existing,62,10915,176.05,
03-08-2020,31,8,2020,OCEANIA,Retail,C1,Young Adults,Couples,New,164232,3740642,22.78,
03-08-2020,31,8,2020,EUROPE,Retail,F2,Middle Aged,Families,New,1668,71284,42.74,
03-08-2020,31,8,2020,EUROPE,Shopify,C1,Young Adults,Couples,New,11,2049,186.27,
03-08-2020,31,8,2020,AFRICA,Shopify,C4,Retirees,Couples,New,60,8744,145.73,
03-08-2020,31,8,2020,SOUTH AMERICA,Shopify,F1,Young Adults,Families,New,9,1791,199,
03-08-2020,31,8,2020,CANADA,Shopify,C1,Young Adults,Couples,New,92,10801,117.4,
03-08-2020,31,8,2020,OCEANIA,Shopify,F1,Young Adults,Families,Existing,4153,771483,185.77,
03-08-2020,31,8,2020,EUROPE,Shopify,C3,Retirees,Couples,New,12,2204,183.67,
03-08-2020,31,8,2020,OCEANIA,Shopify,C2,Middle Aged,Couples,New,659,103074,156.41,
03-08-2020,31,8,2020,USA,Shopify,F1,Young Adults,Families,New,111,17516,157.8,
03-08-2020,31,8,2020,SOUTH AMERICA,Shopify,Unknown,Unknown,Unknown,Guest,1977,371364,187.84,
03-08-2020,31,8,2020,AFRICA,Shopify,C3,Retirees,Couples,Existing,2503,496660,198.43,
03-08-2020,31,8,2020,OCEANIA,Retail,C4,Retirees,Couples,Existing,148730,7316093,49.19,
03-08-2020,31,8,2020,CANADA,Retail,C3,Retirees,Couples,New,27661,951224,34.39,
03-08-2020,31,8,2020,EUROPE,Shopify,C4,Retirees,Couples,Existing,25,6824,272.96,
03-08-2020,31,8,2020,CANADA,Retail,C2,Middle Aged,Couples,Existing,22438,979333,43.65,
03-08-2020,31,8,2020,CANADA,Shopify,C4,Retirees,Couples,New,18,2565,142.5,
03-08-2020,31,8,2020,CANADA,Shopify,F1,Young Adults,Families,Existing,742,121654,163.95,
03-08-2020,31,8,2020,EUROPE,Retail,F1,Young Adults,Families,Existing,6436,377065,58.59,
03-08-2020,31,8,2020,ASIA,Shopify,F1,Young Adults,Families,Existing,1917,330928,172.63,
03-08-2020,31,8,2020,EUROPE,Retail,Unknown,Unknown,Unknown,Guest,100844,3528374,34.99,
03-08-2020,31,8,2020,OCEANIA,Retail,C3,Retirees,Couples,New,147163,4777068,32.46,
03-08-2020,31,8,2020,SOUTH AMERICA,Shopify,C1,Young Adults,Couples,New,13,1520,116.92,
03-08-2020,31,8,2020,USA,Shopify,Unknown,Unknown,Unknown,Existing,168,32554,193.77,
03-08-2020,31,8,2020,OCEANIA,Retail,C1,Young Adults,Couples,Existing,244511,8830183,36.11,
03-08-2020,31,8,2020,OCEANIA,Shopify,C3,Retirees,Couples,Existing,4366,884249,202.53,
03-08-2020,31,8,2020,USA,Shopify,C4,Retirees,Couples,New,26,3293,126.65,
